Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Access to electricity (% of population),EG.ELC.ACCS.ZS,Central African Republic,CAF,6,6.02217054367065,6.48651599884033,6.94457817077637,7.40241956710815,7.86610364913941,7.80516932525804,8.83524990081787,9.35132789611816,9.8884334564209,9.8,11.013710975647,11.5958757400513,12.1870517730713,12.7842359542847,13.3844232559204,13.9851121902466
Access to electricity (% of population),EG.ELC.ACCS.ZS,Chad,TCD,2.90238356590271,3.22213125228882,3.52953219413757,3.83064913749695,3.5,4.43828439712524,4.75692844390869,5.09354114532471,5.45267391204834,5.83283472061157,6.4,6.64422225952148,7.06944179534912,7.50367307662964,7.94391202926636,7.7,8.83089828491211
Access to electricity (% of population),EG.ELC.ACCS.ZS,Channel Islands,CHI,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Chile,CHL,97.938687,97.2531204223633,97.4631729125977,98.782325,97.870491027832,98.0887908935547,99.368108,98.5563507080078,98.8176727294922,99.593662,99.3886413574219,99.588193,99.8582229614258,99.6,99.9953384399414,99.714844,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,96.2439270019531,96.5562057495117,96.8561401367187,97.149787902832,97.4432144165039,97.7424926757813,98.0668106079102,98.3987045288086,98.7499160766602,99.1156463623047,99.7,99.7487258911133,99.9163818359375,99.9831161499023,99.9984893798828,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Colombia,COL,95.2,94.1993179321289,94.4531402587891,94.70068359375,94.9480056762695,96.8,95.4662399291992,95.7492752075195,96.806763,96.057229,96.788995,96.6936,97.032176,97.779418,97.790938,98.186898,99.0044555664063
Access to electricity (% of population),EG.ELC.ACCS.ZS,Comoros,COM,39.5996589660645,41.9391593933105,44.8,46.5871810913086,48.9078330993652,51.2343215942383,53.5727195739746,55.929084777832,58.3079681396484,60.7078819274902,63.1258201599121,65.5587768554688,69.3,70.4577331542969,72.917724609375,75.3807144165039,77.8442153930664
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Congo, Dem. Rep.",COD,6.7,7.27154016494751,7.86341238021851,8.44900131225586,9.03436851501465,6,10.2286949157715,15.2,11.4933834075928,12.1580152511597,12.8406705856323,13.5383453369141,15.4,14.9667387008667,13.5,16.4191646575928,17.1473789215088
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Congo, Rep.",COG,20.1033191680908,22.3314628601074,24.5472602844238,26.7567729949951,28.966064453125,33.8,33.4082412719727,35.653247833252,37.9207763671875,37.1,42.5159149169922,44.8375129699707,41.6,49.5137557983399,51.8623924255371,60.4,56.5661697387695
Access to electricity (% of population),EG.ELC.ACCS.ZS,Costa Rica,CRI,98.686408996582,98.24978,98.509188,98.695902,98.954779,99.053051,99.147523,99.217998,99.263937,99.409804,98.995734,99.232348,99.503298,99.563517,99.359291,99.409804,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cote d'Ivoire,CIV,47.6174240112305,48.6439170837402,51.4,50.6790618896484,51.6955146789551,58.9,53.745677947998,54.7862396240234,55.8373031616211,56.8971138000488,57.9639282226563,59.0359878540039,55.8,61.1888618469238,61.9,64.0861968994141,64.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Croatia,HRV,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cuba,CUB,97,97.2808837890625,97.6188888549805,97.9506072998047,98.286491394043,98.6283569335938,98.9797058105469,99.3301849365234,99.6403656005859,99.8573303222656,99.9638977050781,99.9957122802735,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Curacao,CUW,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cyprus,CYP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Czech Republic,CZE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Djibouti,DJI,56.8433990478515,56.4763221740723,49.7,55.7111854553223,55.3252563476563,54.9451675415039,55.5,54.2267723083496,53.8990783691406,53.592414855957,53.3037719726563,53.0301475524902,54.6,52.5159454345703,52.269359588623,52.0257759094238,51.7826919555664
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominica,DMA,80.8257675170898,82.2147903442383,87.7,84.9618606567383,86.33203125,87.7080383300781,89.0959625244141,90.5018463134766,90.9,93.3796920776367,94.847152709961,96.3296279907227,97.8241195678711,98.8553009033203,99.5810775756836,99.9029693603516,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominican Republic,DOM,88.764932,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,EAS,90.7868941625396,91.2877759532455,91.812590014497,92.1056878834297,92.5729307075431,92.7625184729307,93.7328627942555,93.8699884021743,94.4692006498542,94.9885619884363,95.4961841918476,95.8182805067777,96.2262975024113,96.4460291796011,96.5897868084325,96.8726586624057,96.9142412144666
Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific (excluding high income),EAP,89.7264820941069,90.2889537285295,90.8779332197693,91.2087194932773,91.7333289001041,91.9486720348938,93.0306399767244,93.1855475741437,93.8527071475534,94.431626758029,94.9973302156393,95.356988817694,95.8116617298069,96.0572422339778,96.218203498419,96.5332378798832,96.5807321938037
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ecuador,ECU,93.4150924682617,93.7719116210938,94.1163940429688,94.973044,94.7925567626953,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,99.9368133544922
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Egypt, Arab Rep.",EGY,97.7,97.4428253173828,97.6651306152344,98.8,98.1013488769531,99.4,99.04,98.8195953369141,99.8,99.3794631958008,99.6496963500977,99.8531723022461,99.7,99.9950942993164,99.8,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,El Salvador,SLV,84.519249,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,98.618896484375
Access to electricity (% of population),EG.ELC.ACCS.ZS,Equatorial Guinea,GNQ,62.4120063781738,62.7035522460937,62.9827499389648,63.2556648254395,63.5283622741699,63.8068962097168,64.0973358154297,64.4057464599609,64.7366790771484,65.0886383056641,65.4586181640625,66.1,66.2406387329102,66.6466674804688,67.058708190918,67.473747253418,67.889289855957
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eritrea,ERI,29.1775379180908,30.2206859588623,32.2,32.2760047912598,33.3003044128418,34.3304443359375,35.372486114502,36.4324989318848,37.5150337219238,38.618595123291,39.7401809692383,40.8767852783203,42.0254058837891,43.1830368041992,44.3466758728027,45.5133209228516,46.6804618835449
Access to electricity (% of population),EG.ELC.ACCS.ZS,Estonia,EST,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eswatini,SWZ,22.2309303283691,26.9,27.5619239807129,30.2149639129639,32.8677825927734,35.5264434814453,35.2,40.8855476379395,43.5966033935547,46.328685760498,45.5523376086057,51.8439178466797,54.6210632324219,57.4072151184082,65,62.9945449829102,65.7902069091797
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ethiopia,ETH,12.7,10.8122329711914,12.3654432296753,13.9123697280884,15.4590759277344,14,18.576078414917,20.1585006713867,21.7634429931641,23.3894119262695,25.0334053039551,23,28.3634471893311,30.0434875488281,27.2,33.4185905456543,42.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Euro area,EMU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,ECS,99.4840537949754,99.5278529685074,99.5834373670064,99.6143425475003,99.646451096966,99.70489943772,99.7405260975502,99.7976250270035,99.84763432705,99.9081098753389,99.7723890094679,99.973174008644,99.9776246363385,99.9946856145517,99.9955405950803,99.9991994861266,99.9999740023915
Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia (excluding high income),ECA,98.866946411703,98.9609949252544,99.0809049789644,99.1471877755684,99.2165612563276,99.3447711958996,99.4229032819539,99.5490778525063,99.6600562713396,99.7950425045412,99.4929249390073,99.940423449674,99.950379721948,99.9882302510405,99.9901355087253,99.9982315995547,99.9999426436103
Access to electricity (% of population),EG.ELC.ACCS.ZS,European Union,EUU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Fiji,FJI,75.3925094604492,76.7950744628906,79.63,80,80.9529266357422,82.3424835205078,83.7439422607422,88.9,86.16,88.0682907104492,89.5492858886719,91.0453033447266,92.553337097168,91.75,95.5934371948242,97.1194915771484,98.6460494995117
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,French Polynesia,PYF,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gabon,GAB,73.6,76.1223983764648,77.074089050293,78.0194931030273,78.9646835327148,81.6,80.8786392211914,81.8595428466797,82.8629608154297,83.8874130249023,84.9298858642578,85.9873809814453,89.3,86.4,89.2199401855469,90.3074722290039,91.3955001831055
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Gambia, The",GMB,34.3,29.7481460571289,30.8822250366211,32.0100212097168,33.1375961303711,30.4562675012354,35.4163360595703,36.5796241760254,37.765438079834,38.9722747802734,40.197135925293,41.4370193481445,42.6889152526856,44.5,45.2167434692383,46.4866638183594,47.7570877075195
Access to electricity (% of population),EG.ELC.ACCS.ZS,Georgia,GEO,98.7826919555664,98.8426361083984,99.9,98.9321365356445,98.9735412597656,97.9350541215654,99.0796051025391,99.1549224853516,99.2495574951172,99.3637313842774,99.4956359863281,99.6403350830078,100,99.8984985351563,100,99.9934997558594,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Germany,DEU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ghana,GHA,44.6755104064941,46.6989250183105,48.7099914550781,48.3,52.7193374633789,54.7297439575195,55.0934500757703,58.7923316955566,60.5,62.9389572143555,65.0408096313477,64.06256,69.2865600585938,70.7,78.3,75.7152786254883,79.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greece,GRC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Grenada,GRD,85.9528198242188,86.3015060424805,86.6378479003906,86.967903137207,87.297737121582,87.633415222168,87.9810028076172,88.3465576171875,90,89.1437301635742,89.5708541870117,88.8,90.467155456543,90.9303283691406,91.3995056152344,91.8716888427734,92.344367980957
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guam,GUM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guatemala,GTM,73.318205,73.7326202392578,78.667838,78.512204,77.1296005249023,78.2655258178711,83.730998,80.5791625976563,81.7674865722656,82.9768371582031,84.2042083740235,84.026414,86.7010116577148,87.9644317626953,85.494371,90.5062942504883,91.7792282104492
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea,GIN,16.5103454589844,17.4279613494873,18.33323097229,19.2322177886963,20.1309833526611,20.2,21.9521045684814,22.8865871429443,23.8435878753662,24.8216171264648,25.8176708221436,26.828742980957,26.2,28.8839321136475,29.9220409393311,30.9631519317627,33.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,5.40924739837646,5.93637180328369,6.45114946365356,6.95964336395264,7.46791648864746,7.98203182220459,14.5361990950226,9.05204200744629,9.61855220794678,4.7,6,11.4322299957275,12.0648260116577,12.7064342498779,17.2,14.0046701431274,14.6557903289795
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,74.6213455200195,75.1719055175781,75.7101211547851,76.242057800293,76.7737655639648,77.5,73.3825878594249,78.428207397461,79.0181579589844,77.6,80.2581329345703,80.9021530151367,81.5581893920899,82.2232360839844,86.9,83.5683517456055,84.2429046630859
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,33.7,31.542382,33.0346717834473,31.6,33.6872749328613,34.0193099975586,33.9,34.725154876709,35.1095809936523,35.5150375366211,35.9385185241699,36.3770141601562,37.9,37.2870559692383,37.7525901794434,38.2211265563965,38.6901664733887
Access to electricity (% of population),EG.ELC.ACCS.ZS,Heavily indebted poor countries (HIPC),HPC,18.3108293889251,18.6811865603125,19.3078877814061,20.6687879386461,21.6632957274541,21.804333872422,23.6114759077399,25.4548709621597,26.0140510579109,26.561925632251,27.8891052808372,28.2671331406888,30.9668834414788,31.500563684088,34.054915626515,34.4606830339686,38.5314120525148
Access to electricity (% of population),EG.ELC.ACCS.ZS,High income,HIC,99.7256887596908,99.7307768064513,99.7467700267896,99.793785694983,99.7849542656707,99.8023810564518,99.8360803826674,99.8408313605212,99.8615964733754,99.8913195423994,99.9027452998076,99.9273068196513,99.9473345778811,99.9502957252381,99.9688156109534,99.9688142637102,99.9767391408547
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,67.6167221069336,68.8134307861328,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,87.5766296386719
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,59.3957443237305,55.8,62.3,63.9244918823242,64.4,66.9324493408203,67.9,69.9880218505859,71.5473175048828,75,76.3,67.6,79.9,79.5991134643555,81.2395095825195,88,84.5268173217773
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,86.3,86.26,87.6,87.94,89.01,86.1946258544922,90.62,91.1,92.73,93.55,94.15,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Iran, Islamic Rep.",IRN,97.9,97.8605346679688,97.973274230957,98.0795593261719,98.1903381347656,98.3069381713867,98.4,98.5798568725586,98.7438735961914,98.9274291992187,99.1287078857422,99.3441925048828,99.5637664794922,99.7617797851563,100,99.9750518798828,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iraq,IRQ,96.36474609375,96.5626907348633,96.7482833862305,96.9275970458984,97.106689453125,97.291618347168,97.6221115649303,98.1,97.9405975341797,98.2124557495117,98.4866027832031,98,99.3,99.3796005249023,99.6554107666016,99.8621826171875,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jamaica,JAM,84.5695037841797,87.708112,86.681291,86.9426956176758,87.725227355957,88.5136108398438,89.3138961791992,90.1321487426758,92,91.8347244262695,92.7145462036133,91.1,93.1,95.4321212768555,96.35400390625,97.2788848876953,98.2042694091797
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,98.766845703125,98.8362655639648,99.5,98.9447326660156,99.173436820348,99.0523071289063,99.1206359863281,98.8,99.3095474243164,99.4,99.5734558105469,99.7201690673828,99.5,99.9419403076172,99.9855880737305,99.9983215332031,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kazakhstan,KAZ,99.0473861694336,99.0951232910156,99.1307983398437,99.1602096557617,99.1893997192383,99.2244110107422,99.766547651744,99.3341522216797,99.4165649414063,100,99.6371231079102,99.7974683544304,99.8747329711914,99.9516143798828,99.9881439208984,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,15.9132328033447,17.0822067260742,18.2388324737549,16,20.5392971038818,21.6952629089355,22.8631324768066,24.0489711761475,25.2573299407959,23,19.2,28.9965534210205,30.2709999084473,31.5544567108154,36,41.6,56
